dnaSampleID,Site,Date,Type,Source,aquMicrobeType,MetaSample,WQGroup,WatershedArea,Latitude,Longitude,Elevation,NLCD_11,NLCD_12,NLCD_2,NLCD_31,NLCD_4,NLCD_5,NLCD_7,NLCD_81,NLCD_82,NLCD_90,NLCD_95,NRCS_ALF,NRCS_ARI,NRCS_AND,NRCS_ENT,NRCS_GEL,NRCS_HIS,NRCS_INC,NRCS_MOL,NRCS_OXI,NRCS_SPO,NRCS_ULT,NRCS_VER,NRCS_WATER,SW_PARavg,SW_TempAvg,SW_SpCondAvg,SW_DOAvg,SW_DOSatAvg,SW_pHAvg,SW_TurbAvg,SW_Qavg,SW_Runoffavg,SW_Alkalinity,SW_Br,SW_Ca,SW_Cl,SW_CO3,SW_DIC,SW_DOC,SW_F,SW_Fe,SW_HCO3,SW_K,SW_Mg,SW_Mn,SW_Na,SW_NH4,SW_NO3NO2,SW_OrthoP,SW_Si,SW_SO4,SW_TDN,SW_TDP,SW_TDS,SW_TN,SW_TOC,SW_TP,SW_TPC,SW_TSS,SW_UVAbsorbance_280nm,SW_UVAbsorbance_254nm,Sed_Perc2mmSieve,Sed_Al,Sed_Alkalinity,Sed_Ba,Sed_Be,Sed_Ca,Sed_Cd,Sed_PercClay,Sed_CO3,Sed_Conductivity,Sed_Cr,Sed_Cu,Sed_Fe,Sed_HCO3,Sed_Hg,Sed_K,Sed_Mg,Sed_Mn,Sed_Mo,Sed_Na,Sed_NH4,Sed_Ni,Sed_NO3NO2,Sed_OH,Sed_Pb,Sed_PercSolids,Sed_pH,Sed_PercSand,Sed_Sb,Sed_PercSilt,Sed_Sn,Sed_TC,Sed_Ti,Sed_TN,Sed_TP,Sed_TOC,Sed_Zn
ARIK.20191007.EPIPHYTON.3.DNA-DNA1,ARIK,10/7/19,Stream,Benthic,epiphyton,0,6,2631.8255,39.75836637,-102.4485677,1179,0.0285,0,2.1559,0.0044,0.0327,1.4112,41.8318,2.6356,51.484,0.1467,0.2693,8.226156,0.0525857,0,16.328964,0,0,6.534092,68.848497,0,0,0,0,0,308.13,10.11,607.91,4.97,44.52,7.99,25.01,8.88,0,6.78,0.005,70.65,6.1,0.005,85.63,5.937,0.005,0.002,403.28,11.25,21.8,0.001,28.69,0.016,0.003,0.056,24.15,5.13,0.345,1.218,492.65,0.393,6.423,0.14,"17,750.25",24,0.2424,0.168,93.01,668,8.18,19.7,0.06,715,0.07,1.89,2,0.52,0.81,0.5,1400.38,8.18,1.21,227.5,197.5,19.41,1,11.25,0.27,0.5,0.42,2,0.98,79.1,7.53,96.88,0.1,1.28,2.25,1.5,52.73,0.02,66.25,1.23,2.38
ARIK.20191007.EPIPHYTON.4.DNA-DNA1,ARIK,10/7/19,Stream,Benthic,epiphyton,0,6,2631.8255,39.75836637,-102.4485677,1179,0.0285,0,2.1559,0.0044,0.0327,1.4112,41.8318,2.6356,51.484,0.1467,0.2693,8.226156,0.0525857,0,16.328964,0,0,6.534092,68.848497,0,0,0,0,0,308.13,10.11,607.91,4.97,44.52,7.99,25.01,8.88,0,6.78,0.005,70.65,6.1,0.005,85.63,5.937,0.005,0.002,403.28,11.25,21.8,0.001,28.69,0.016,0.003,0.056,24.15,5.13,0.345,1.218,492.65,0.393,6.423,0.14,"17,750.25",24,0.2424,0.168,93.01,668,8.18,19.7,0.06,715,0.07,1.89,2,0.52,0.81,0.5,1400.38,8.18,1.21,227.5,197.5,19.41,1,11.25,0.27,0.5,0.42,2,0.98,79.1,7.53,96.88,0.1,1.28,2.25,1.5,52.73,0.02,66.25,1.23,2.38
ARIK.20191007.EPIPHYTON.5.DNA-DNA1,ARIK,10/7/19,Stream,Benthic,epiphyton,0,6,2631.8255,39.75836637,-102.4485677,1179,0.0285,0,2.1559,0.0044,0.0327,1.4112,41.8318,2.6356,51.484,0.1467,0.2693,8.226156,0.0525857,0,16.328964,0,0,6.534092,68.848497,0,0,0,0,0,308.13,10.11,607.91,4.97,44.52,7.99,25.01,8.88,0,6.78,0.005,70.65,6.1,0.005,85.63,5.937,0.005,0.002,403.28,11.25,21.8,0.001,28.69,0.016,0.003,0.056,24.15,5.13,0.345,1.218,492.65,0.393,6.423,0.14,"17,750.25",24,0.2424,0.168,93.01,668,8.18,19.7,0.06,715,0.07,1.89,2,0.52,0.81,0.5,1400.38,8.18,1.21,227.5,197.5,19.41,1,11.25,0.27,0.5,0.42,2,0.98,79.1,7.53,96.88,0.1,1.28,2.25,1.5,52.73,0.02,66.25,1.23,2.38
ARIK.20191007.EPIPSAMMON.1.DNA-DNA1,ARIK,10/7/19,Stream,Benthic,epipsammon,0,6,2631.8255,39.75836637,-102.4485677,1179,0.0285,0,2.1559,0.0044,0.0327,1.4112,41.8318,2.6356,51.484,0.1467,0.2693,8.226156,0.0525857,0,16.328964,0,0,6.534092,68.848497,0,0,0,0,0,308.13,10.11,607.91,4.97,44.52,7.99,25.01,8.88,0,6.78,0.005,70.65,6.1,0.005,85.63,5.937,0.005,0.002,403.28,11.25,21.8,0.001,28.69,0.016,0.003,0.056,24.15,5.13,0.345,1.218,492.65,0.393,6.423,0.14,"17,750.25",24,0.2424,0.168,93.01,668,8.18,19.7,0.06,715,0.07,1.89,2,0.52,0.81,0.5,1400.38,8.18,1.21,227.5,197.5,19.41,1,11.25,0.27,0.5,0.42,2,0.98,79.1,7.53,96.88,0.1,1.28,2.25,1.5,52.73,0.02,66.25,1.23,2.38
ARIK.20191007.EPIPSAMMON.2.DNA-DNA1,ARIK,10/7/19,Stream,Benthic,epipsammon,0,6,2631.8255,39.75836637,-102.4485677,1179,0.0285,0,2.1559,0.0044,0.0327,1.4112,41.8318,2.6356,51.484,0.1467,0.2693,8.226156,0.0525857,0,16.328964,0,0,6.534092,68.848497,0,0,0,0,0,308.13,10.11,607.91,4.97,44.52,7.99,25.01,8.88,0,6.78,0.005,70.65,6.1,0.005,85.63,5.937,0.005,0.002,403.28,11.25,21.8,0.001,28.69,0.016,0.003,0.056,24.15,5.13,0.345,1.218,492.65,0.393,6.423,0.14,"17,750.25",24,0.2424,0.168,93.01,668,8.18,19.7,0.06,715,0.07,1.89,2,0.52,0.81,0.5,1400.38,8.18,1.21,227.5,197.5,19.41,1,11.25,0.27,0.5,0.42,2,0.98,79.1,7.53,96.88,0.1,1.28,2.25,1.5,52.73,0.02,66.25,1.23,2.38
ARIK.20191007.EPIPSAMMON.3.DNA-DNA1,ARIK,10/7/19,Stream,Benthic,epipsammon,0,6,2631.8255,39.75836637,-102.4485677,1179,0.0285,0,2.1559,0.0044,0.0327,1.4112,41.8318,2.6356,51.484,0.1467,0.2693,8.226156,0.0525857,0,16.328964,0,0,6.534092,68.848497,0,0,0,0,0,308.13,10.11,607.91,4.97,44.52,7.99,25.01,8.88,0,6.78,0.005,70.65,6.1,0.005,85.63,5.937,0.005,0.002,403.28,11.25,21.8,0.001,28.69,0.016,0.003,0.056,24.15,5.13,0.345,1.218,492.65,0.393,6.423,0.14,"17,750.25",24,0.2424,0.168,93.01,668,8.18,19.7,0.06,715,0.07,1.89,2,0.52,0.81,0.5,1400.38,8.18,1.21,227.5,197.5,19.41,1,11.25,0.27,0.5,0.42,2,0.98,79.1,7.53,96.88,0.1,1.28,2.25,1.5,52.73,0.02,66.25,1.23,2.38
BIGC.20190520.EPILITHON.1.DNA-DNA1,BIGC,5/20/19,Stream,Benthic,epilithon,0,3,10.9031,37.05765075,-119.2553738,1129,0,0,0,0,93.7177,6.2499,0.0324,0,0,0,0,47.22494,0,0,1.647031,0,0,34.496424,14.818365,0,0,0,0,0,39.93,8.12,51.81,10.04,85.16,6.95,633.2,253.4,2.01,0.58,0.005,5.516,3.37,0.005,7.34,2.795,1.61,0.02,2.34,0.84,0.906,0.001,4.878,0.069,0.014,0.045,12.195,17.49,0.05,0.001,42.36,0.161,2.801,0.159,290.677,8,0.0852,0.0604,87.32,9242,3.17,62.87,0.19,1490,0.06,1.03,1.8,0.11,4.9,2.8,13842,3.17,0.84,3550,4144,175.7,1,65,0.3,2.2,0.25,1.8,1.73,73.68,7.04,97.5,0.1,1.53,4.8,0.9,1449.4,0.01,273,0.75,29.7
BIGC.20190520.EPILITHON.2.DNA-DNA1,BIGC,5/20/19,Stream,Benthic,epilithon,0,3,10.9031,37.05765075,-119.2553738,1129,0,0,0,0,93.7177,6.2499,0.0324,0,0,0,0,47.22494,0,0,1.647031,0,0,34.496424,14.818365,0,0,0,0,0,39.93,8.12,51.81,10.04,85.16,6.95,633.2,253.4,2.01,0.58,0.005,5.516,3.37,0.005,7.34,2.795,1.61,0.02,2.34,0.84,0.906,0.001,4.878,0.069,0.014,0.045,12.195,17.49,0.05,0.001,42.36,0.161,2.801,0.159,290.677,8,0.0852,0.0604,87.32,9242,3.17,62.87,0.19,1490,0.06,1.03,1.8,0.11,4.9,2.8,13842,3.17,0.84,3550,4144,175.7,1,65,0.3,2.2,0.25,1.8,1.73,73.68,7.04,97.5,0.1,1.53,4.8,0.9,1449.4,0.01,273,0.75,29.7
BIGC.20190520.EPILITHON.3.DNA-DNA1,BIGC,5/20/19,Stream,Benthic,epilithon,0,3,10.9031,37.05765075,-119.2553738,1129,0,0,0,0,93.7177,6.2499,0.0324,0,0,0,0,47.22494,0,0,1.647031,0,0,34.496424,14.818365,0,0,0,0,0,39.93,8.12,51.81,10.04,85.16,6.95,633.2,253.4,2.01,0.58,0.005,5.516,3.37,0.005,7.34,2.795,1.61,0.02,2.34,0.84,0.906,0.001,4.878,0.069,0.014,0.045,12.195,17.49,0.05,0.001,42.36,0.161,2.801,0.159,290.677,8,0.0852,0.0604,87.32,9242,3.17,62.87,0.19,1490,0.06,1.03,1.8,0.11,4.9,2.8,13842,3.17,0.84,3550,4144,175.7,1,65,0.3,2.2,0.25,1.8,1.73,73.68,7.04,97.5,0.1,1.53,4.8,0.9,1449.4,0.01,273,0.75,29.7
BIGC.20190520.EPIPSAMMON.1.DNA-DNA1,BIGC,5/20/19,Stream,Benthic,epipsammon,0,3,10.9031,37.05765075,-119.2553738,1129,0,0,0,0,93.7177,6.2499,0.0324,0,0,0,0,47.22494,0,0,1.647031,0,0,34.496424,14.818365,0,0,0,0,0,39.93,8.12,51.81,10.04,85.16,6.95,633.2,253.4,2.01,0.58,0.005,5.516,3.37,0.005,7.34,2.795,1.61,0.02,2.34,0.84,0.906,0.001,4.878,0.069,0.014,0.045,12.195,17.49,0.05,0.001,42.36,0.161,2.801,0.159,290.677,8,0.0852,0.0604,87.32,9242,3.17,62.87,0.19,1490,0.06,1.03,1.8,0.11,4.9,2.8,13842,3.17,0.84,3550,4144,175.7,1,65,0.3,2.2,0.25,1.8,1.73,73.68,7.04,97.5,0.1,1.53,4.8,0.9,1449.4,0.01,273,0.75,29.7
BIGC.20190520.EPIPSAMMON.2.DNA-DNA2,BIGC,5/20/19,Stream,Benthic,epipsammon,0,3,10.9031,37.05765075,-119.2553738,1129,0,0,0,0,93.7177,6.2499,0.0324,0,0,0,0,47.22494,0,0,1.647031,0,0,34.496424,14.818365,0,0,0,0,0,39.93,8.12,51.81,10.04,85.16,6.95,633.2,253.4,2.01,0.58,0.005,5.516,3.37,0.005,7.34,2.795,1.61,0.02,2.34,0.84,0.906,0.001,4.878,0.069,0.014,0.045,12.195,17.49,0.05,0.001,42.36,0.161,2.801,0.159,290.677,8,0.0852,0.0604,87.32,9242,3.17,62.87,0.19,1490,0.06,1.03,1.8,0.11,4.9,2.8,13842,3.17,0.84,3550,4144,175.7,1,65,0.3,2.2,0.25,1.8,1.73,73.68,7.04,97.5,0.1,1.53,4.8,0.9,1449.4,0.01,273,0.75,29.7
BIGC.20190520.EPIPSAMMON.3.DNA-DNA1,BIGC,5/20/19,Stream,Benthic,epipsammon,0,3,10.9031,37.05765075,-119.2553738,1129,0,0,0,0,93.7177,6.2499,0.0324,0,0,0,0,47.22494,0,0,1.647031,0,0,34.496424,14.818365,0,0,0,0,0,39.93,8.12,51.81,10.04,85.16,6.95,633.2,253.4,2.01,0.58,0.005,5.516,3.37,0.005,7.34,2.795,1.61,0.02,2.34,0.84,0.906,0.001,4.878,0.069,0.014,0.045,12.195,17.49,0.05,0.001,42.36,0.161,2.801,0.159,290.677,8,0.0852,0.0604,87.32,9242,3.17,62.87,0.19,1490,0.06,1.03,1.8,0.11,4.9,2.8,13842,3.17,0.84,3550,4144,175.7,1,65,0.3,2.2,0.25,1.8,1.73,73.68,7.04,97.5,0.1,1.53,4.8,0.9,1449.4,0.01,273,0.75,29.7
BIGC.20190520.EPIPSAMMON.4.DNA-DNA1,BIGC,5/20/19,Stream,Benthic,epipsammon,0,3,10.9031,37.05765075,-119.2553738,1129,0,0,0,0,93.7177,6.2499,0.0324,0,0,0,0,47.22494,0,0,1.647031,0,0,34.496424,14.818365,0,0,0,0,0,39.93,8.12,51.81,10.04,85.16,6.95,633.2,253.4,2.01,0.58,0.005,5.516,3.37,0.005,7.34,2.795,1.61,0.02,2.34,0.84,0.906,0.001,4.878,0.069,0.014,0.045,12.195,17.49,0.05,0.001,42.36,0.161,2.801,0.159,290.677,8,0.0852,0.0604,87.32,9242,3.17,62.87,0.19,1490,0.06,1.03,1.8,0.11,4.9,2.8,13842,3.17,0.84,3550,4144,175.7,1,65,0.3,2.2,0.25,1.8,1.73,73.68,7.04,97.5,0.1,1.53,4.8,0.9,1449.4,0.01,273,0.75,29.7
BIGC.20190520.EPIPSAMMON.5.DNA-DNA2,BIGC,5/20/19,Stream,Benthic,epipsammon,0,3,10.9031,37.05765075,-119.2553738,1129,0,0,0,0,93.7177,6.2499,0.0324,0,0,0,0,47.22494,0,0,1.647031,0,0,34.496424,14.818365,0,0,0,0,0,39.93,8.12,51.81,10.04,85.16,6.95,633.2,253.4,2.01,0.58,0.005,5.516,3.37,0.005,7.34,2.795,1.61,0.02,2.34,0.84,0.906,0.001,4.878,0.069,0.014,0.045,12.195,17.49,0.05,0.001,42.36,0.161,2.801,0.159,290.677,8,0.0852,0.0604,87.32,9242,3.17,62.87,0.19,1490,0.06,1.03,1.8,0.11,4.9,2.8,13842,3.17,0.84,3550,4144,175.7,1,65,0.3,2.2,0.25,1.8,1.73,73.68,7.04,97.5,0.1,1.53,4.8,0.9,1449.4,0.01,273,0.75,29.7
BIGC.20190709.EPILITHON.1.DNA-DNA1,BIGC,7/9/19,Stream,Benthic,epilithon,1,3,10.9031,37.05765075,-119.2553738,1129,0,0,0,0,93.7177,6.2499,0.0324,0,0,0,0,47.22494,0,0,1.647031,0,0,34.496424,14.818365,0,0,0,0,0,98.47,13.9,120.84,8.5,82.44,7.17,1.01,92.65,0.73,0.73,0.005,10.485,0.25,0.005,9.887,1.68,0.005,0.009,67.41,1.259,1.225,0.001,12.27,0.099,0.017,0.036,22.607,6.381,0.094,0.018,85.67,0.128,2.337,0.262,154.229,2,0.0626,0.0316,87.32,9242,3.17,62.87,0.19,1490,0.06,1.03,1.8,0.11,4.9,2.8,13842,3.17,0.84,3550,4144,175.7,1,65,0.3,2.2,0.25,1.8,1.73,73.68,7.04,97.5,0.1,1.53,4.8,0.9,1449.4,0.01,273,0.75,29.7
BIGC.20190709.EPILITHON.2.DNA-DNA1,BIGC,7/9/19,Stream,Benthic,epilithon,1,3,10.9031,37.05765075,-119.2553738,1129,0,0,0,0,93.7177,6.2499,0.0324,0,0,0,0,47.22494,0,0,1.647031,0,0,34.496424,14.818365,0,0,0,0,0,98.47,13.9,120.84,8.5,82.44,7.17,1.01,92.65,0.73,0.73,0.005,10.485,0.25,0.005,9.887,1.68,0.005,0.009,67.41,1.259,1.225,0.001,12.27,0.099,0.017,0.036,22.607,6.381,0.094,0.018,85.67,0.128,2.337,0.262,154.229,2,0.0626,0.0316,87.32,9242,3.17,62.87,0.19,1490,0.06,1.03,1.8,0.11,4.9,2.8,13842,3.17,0.84,3550,4144,175.7,1,65,0.3,2.2,0.25,1.8,1.73,73.68,7.04,97.5,0.1,1.53,4.8,0.9,1449.4,0.01,273,0.75,29.7
BIGC.20190709.EPILITHON.3.DNA-DNA1,BIGC,7/9/19,Stream,Benthic,epilithon,1,3,10.9031,37.05765075,-119.2553738,1129,0,0,0,0,93.7177,6.2499,0.0324,0,0,0,0,47.22494,0,0,1.647031,0,0,34.496424,14.818365,0,0,0,0,0,98.47,13.9,120.84,8.5,82.44,7.17,1.01,92.65,0.73,0.73,0.005,10.485,0.25,0.005,9.887,1.68,0.005,0.009,67.41,1.259,1.225,0.001,12.27,0.099,0.017,0.036,22.607,6.381,0.094,0.018,85.67,0.128,2.337,0.262,154.229,2,0.0626,0.0316,87.32,9242,3.17,62.87,0.19,1490,0.06,1.03,1.8,0.11,4.9,2.8,13842,3.17,0.84,3550,4144,175.7,1,65,0.3,2.2,0.25,1.8,1.73,73.68,7.04,97.5,0.1,1.53,4.8,0.9,1449.4,0.01,273,0.75,29.7
BIGC.20190709.EPIPSAMMON.1.DNA-DNA1,BIGC,7/9/19,Stream,Benthic,epipsammon,1,3,10.9031,37.05765075,-119.2553738,1129,0,0,0,0,93.7177,6.2499,0.0324,0,0,0,0,47.22494,0,0,1.647031,0,0,34.496424,14.818365,0,0,0,0,0,98.47,13.9,120.84,8.5,82.44,7.17,1.01,92.65,0.73,0.73,0.005,10.485,0.25,0.005,9.887,1.68,0.005,0.009,67.41,1.259,1.225,0.001,12.27,0.099,0.017,0.036,22.607,6.381,0.094,0.018,85.67,0.128,2.337,0.262,154.229,2,0.0626,0.0316,87.32,9242,3.17,62.87,0.19,1490,0.06,1.03,1.8,0.11,4.9,2.8,13842,3.17,0.84,3550,4144,175.7,1,65,0.3,2.2,0.25,1.8,1.73,73.68,7.04,97.5,0.1,1.53,4.8,0.9,1449.4,0.01,273,0.75,29.7
BIGC.20190709.EPIPSAMMON.2.DNA-DNA2,BIGC,7/9/19,Stream,Benthic,epipsammon,0,3,10.9031,37.05765075,-119.2553738,1129,0,0,0,0,93.7177,6.2499,0.0324,0,0,0,0,47.22494,0,0,1.647031,0,0,34.496424,14.818365,0,0,0,0,0,98.47,13.9,120.84,8.5,82.44,7.17,1.01,92.65,0.73,0.73,0.005,10.485,0.25,0.005,9.887,1.68,0.005,0.009,67.41,1.259,1.225,0.001,12.27,0.099,0.017,0.036,22.607,6.381,0.094,0.018,85.67,0.128,2.337,0.262,154.229,2,0.0626,0.0316,87.32,9242,3.17,62.87,0.19,1490,0.06,1.03,1.8,0.11,4.9,2.8,13842,3.17,0.84,3550,4144,175.7,1,65,0.3,2.2,0.25,1.8,1.73,73.68,7.04,97.5,0.1,1.53,4.8,0.9,1449.4,0.01,273,0.75,29.7
BIGC.20190709.EPIPSAMMON.3.DNA-DNA1,BIGC,7/9/19,Stream,Benthic,epipsammon,1,3,10.9031,37.05765075,-119.2553738,1129,0,0,0,0,93.7177,6.2499,0.0324,0,0,0,0,47.22494,0,0,1.647031,0,0,34.496424,14.818365,0,0,0,0,0,98.47,13.9,120.84,8.5,82.44,7.17,1.01,92.65,0.73,0.73,0.005,10.485,0.25,0.005,9.887,1.68,0.005,0.009,67.41,1.259,1.225,0.001,12.27,0.099,0.017,0.036,22.607,6.381,0.094,0.018,85.67,0.128,2.337,0.262,154.229,2,0.0626,0.0316,87.32,9242,3.17,62.87,0.19,1490,0.06,1.03,1.8,0.11,4.9,2.8,13842,3.17,0.84,3550,4144,175.7,1,65,0.3,2.2,0.25,1.8,1.73,73.68,7.04,97.5,0.1,1.53,4.8,0.9,1449.4,0.01,273,0.75,29.7
BIGC.20190709.EPIPSAMMON.4.DNA-DNA2,BIGC,7/9/19,Stream,Benthic,epipsammon,0,3,10.9031,37.05765075,-119.2553738,1129,0,0,0,0,93.7177,6.2499,0.0324,0,0,0,0,47.22494,0,0,1.647031,0,0,34.496424,14.818365,0,0,0,0,0,98.47,13.9,120.84,8.5,82.44,7.17,1.01,92.65,0.73,0.73,0.005,10.485,0.25,0.005,9.887,1.68,0.005,0.009,67.41,1.259,1.225,0.001,12.27,0.099,0.017,0.036,22.607,6.381,0.094,0.018,85.67,0.128,2.337,0.262,154.229,2,0.0626,0.0316,87.32,9242,3.17,62.87,0.19,1490,0.06,1.03,1.8,0.11,4.9,2.8,13842,3.17,0.84,3550,4144,175.7,1,65,0.3,2.2,0.25,1.8,1.73,73.68,7.04,97.5,0.1,1.53,4.8,0.9,1449.4,0.01,273,0.75,29.7
BIGC.20190709.EPIPSAMMON.5.DNA-DNA2,BIGC,7/9/19,Stream,Benthic,epipsammon,0,3,10.9031,37.05765075,-119.2553738,1129,0,0,0,0,93.7177,6.2499,0.0324,0,0,0,0,47.22494,0,0,1.647031,0,0,34.496424,14.818365,0,0,0,0,0,98.47,13.9,120.84,8.5,82.44,7.17,1.01,92.65,0.73,0.73,0.005,10.485,0.25,0.005,9.887,1.68,0.005,0.009,67.41,1.259,1.225,0.001,12.27,0.099,0.017,0.036,22.607,6.381,0.094,0.018,85.67,0.128,2.337,0.262,154.229,2,0.0626,0.0316,87.32,9242,3.17,62.87,0.19,1490,0.06,1.03,1.8,0.11,4.9,2.8,13842,3.17,0.84,3550,4144,175.7,1,65,0.3,2.2,0.25,1.8,1.73,73.68,7.04,97.5,0.1,1.53,4.8,0.9,1449.4,0.01,273,0.75,29.7
BIGC.20191001.EPILITHON.1.DNA-DNA1,BIGC,10/1/19,Stream,Benthic,epilithon,0,3,10.9031,37.05765075,-119.2553738,1129,0,0,0,0,93.7177,6.2499,0.0324,0,0,0,0,47.22494,0,0,1.647031,0,0,34.496424,14.818365,0,0,0,0,0,NA,9.74,219.19,10.28,90.81,7.7,NA,NA,NA,0.7,0.005,16.61,42.06,0.005,9.873,1.253,0.005,0.008,29.06,1.706,1.423,0.001,22.54,0.027,0.006,0.048,19.02,14.208,0.047,0.036,139.63,0.047,1.195,0.082,179.922,10,0.0027,0.0139,87.32,9242,3.17,62.87,0.19,1490,0.06,1.03,1.8,0.11,4.9,2.8,13842,3.17,0.84,3550,4144,175.7,1,65,0.3,2.2,0.25,1.8,1.73,73.68,7.04,97.5,0.1,1.53,4.8,0.9,1449.4,0.01,273,0.75,29.7
BIGC.20191001.EPILITHON.3.DNA-DNA1,BIGC,10/1/19,Stream,Benthic,epilithon,0,3,10.9031,37.05765075,-119.2553738,1129,0,0,0,0,93.7177,6.2499,0.0324,0,0,0,0,47.22494,0,0,1.647031,0,0,34.496424,14.818365,0,0,0,0,0,NA,9.74,219.19,10.28,90.81,7.7,NA,NA,NA,0.7,0.005,16.61,42.06,0.005,9.873,1.253,0.005,0.008,29.06,1.706,1.423,0.001,22.54,0.027,0.006,0.048,19.02,14.208,0.047,0.036,139.63,0.047,1.195,0.082,179.922,10,0.0027,0.0139,87.32,9242,3.17,62.87,0.19,1490,0.06,1.03,1.8,0.11,4.9,2.8,13842,3.17,0.84,3550,4144,175.7,1,65,0.3,2.2,0.25,1.8,1.73,73.68,7.04,97.5,0.1,1.53,4.8,0.9,1449.4,0.01,273,0.75,29.7
BIGC.20191001.EPIPSAMMON.1.DNA-DNA2,BIGC,10/1/19,Stream,Benthic,epipsammon,0,3,10.9031,37.05765075,-119.2553738,1129,0,0,0,0,93.7177,6.2499,0.0324,0,0,0,0,47.22494,0,0,1.647031,0,0,34.496424,14.818365,0,0,0,0,0,NA,9.74,219.19,10.28,90.81,7.7,NA,NA,NA,0.7,0.005,16.61,42.06,0.005,9.873,1.253,0.005,0.008,29.06,1.706,1.423,0.001,22.54,0.027,0.006,0.048,19.02,14.208,0.047,0.036,139.63,0.047,1.195,0.082,179.922,10,0.0027,0.0139,87.32,9242,3.17,62.87,0.19,1490,0.06,1.03,1.8,0.11,4.9,2.8,13842,3.17,0.84,3550,4144,175.7,1,65,0.3,2.2,0.25,1.8,1.73,73.68,7.04,97.5,0.1,1.53,4.8,0.9,1449.4,0.01,273,0.75,29.7
BIGC.20191001.EPIPSAMMON.2.DNA-DNA2,BIGC,10/1/19,Stream,Benthic,epipsammon,0,3,10.9031,37.05765075,-119.2553738,1129,0,0,0,0,93.7177,6.2499,0.0324,0,0,0,0,47.22494,0,0,1.647031,0,0,34.496424,14.818365,0,0,0,0,0,NA,9.74,219.19,10.28,90.81,7.7,NA,NA,NA,0.7,0.005,16.61,42.06,0.005,9.873,1.253,0.005,0.008,29.06,1.706,1.423,0.001,22.54,0.027,0.006,0.048,19.02,14.208,0.047,0.036,139.63,0.047,1.195,0.082,179.922,10,0.0027,0.0139,87.32,9242,3.17,62.87,0.19,1490,0.06,1.03,1.8,0.11,4.9,2.8,13842,3.17,0.84,3550,4144,175.7,1,65,0.3,2.2,0.25,1.8,1.73,73.68,7.04,97.5,0.1,1.53,4.8,0.9,1449.4,0.01,273,0.75,29.7
BIGC.20191001.EPIPSAMMON.3.DNA-DNA1,BIGC,10/1/19,Stream,Benthic,epipsammon,0,3,10.9031,37.05765075,-119.2553738,1129,0,0,0,0,93.7177,6.2499,0.0324,0,0,0,0,47.22494,0,0,1.647031,0,0,34.496424,14.818365,0,0,0,0,0,NA,9.74,219.19,10.28,90.81,7.7,NA,NA,NA,0.7,0.005,16.61,42.06,0.005,9.873,1.253,0.005,0.008,29.06,1.706,1.423,0.001,22.54,0.027,0.006,0.048,19.02,14.208,0.047,0.036,139.63,0.047,1.195,0.082,179.922,10,0.0027,0.0139,87.32,9242,3.17,62.87,0.19,1490,0.06,1.03,1.8,0.11,4.9,2.8,13842,3.17,0.84,3550,4144,175.7,1,65,0.3,2.2,0.25,1.8,1.73,73.68,7.04,97.5,0.1,1.53,4.8,0.9,1449.4,0.01,273,0.75,29.7
BIGC.20191001.EPIPSAMMON.4.DNA-DNA1,BIGC,10/1/19,Stream,Benthic,epipsammon,0,3,10.9031,37.05765075,-119.2553738,1129,0,0,0,0,93.7177,6.2499,0.0324,0,0,0,0,47.22494,0,0,1.647031,0,0,34.496424,14.818365,0,0,0,0,0,NA,9.74,219.19,10.28,90.81,7.7,NA,NA,NA,0.7,0.005,16.61,42.06,0.005,9.873,1.253,0.005,0.008,29.06,1.706,1.423,0.001,22.54,0.027,0.006,0.048,19.02,14.208,0.047,0.036,139.63,0.047,1.195,0.082,179.922,10,0.0027,0.0139,87.32,9242,3.17,62.87,0.19,1490,0.06,1.03,1.8,0.11,4.9,2.8,13842,3.17,0.84,3550,4144,175.7,1,65,0.3,2.2,0.25,1.8,1.73,73.68,7.04,97.5,0.1,1.53,4.8,0.9,1449.4,0.01,273,0.75,29.7
BIGC.20191001.EPIPSAMMON.5.DNA-DNA2,BIGC,10/1/19,Stream,Benthic,epipsammon,0,3,10.9031,37.05765075,-119.2553738,1129,0,0,0,0,93.7177,6.2499,0.0324,0,0,0,0,47.22494,0,0,1.647031,0,0,34.496424,14.818365,0,0,0,0,0,NA,9.74,219.19,10.28,90.81,7.7,NA,NA,NA,0.7,0.005,16.61,42.06,0.005,9.873,1.253,0.005,0.008,29.06,1.706,1.423,0.001,22.54,0.027,0.006,0.048,19.02,14.208,0.047,0.036,139.63,0.047,1.195,0.082,179.922,10,0.0027,0.0139,87.32,9242,3.17,62.87,0.19,1490,0.06,1.03,1.8,0.11,4.9,2.8,13842,3.17,0.84,3550,4144,175.7,1,65,0.3,2.2,0.25,1.8,1.73,73.68,7.04,97.5,0.1,1.53,4.8,0.9,1449.4,0.01,273,0.75,29.7
